district_gadm,state_gadm,year,q,quarter,quarter_num
Jammu,Jammu and Kashmir,2024,2,2024Q2,38
Jammu,Jammu and Kashmir,2024,3,2024Q3,39
Jammu,Jammu and Kashmir,2024,4,2024Q4,40
Kargil,Jammu and Kashmir,2015,1,2015Q1,1
Kargil,Jammu and Kashmir,2015,2,2015Q2,2
Kargil,Jammu and Kashmir,2015,3,2015Q3,3
Kargil,Jammu and Kashmir,2015,4,2015Q4,4
Kargil,Jammu and Kashmir,2016,1,2016Q1,5
Kargil,Jammu and Kashmir,2016,2,2016Q2,6
Kargil,Jammu and Kashmir,2016,3,2016Q3,7
Kargil,Jammu and Kashmir,2016,4,2016Q4,8
Kargil,Jammu and Kashmir,2017,1,2017Q1,9
Kargil,Jammu and Kashmir,2017,2,2017Q2,10
Kargil,Jammu and Kashmir,2017,3,2017Q3,11
Kargil,Jammu and Kashmir,2017,4,2017Q4,12
Kargil,Jammu and Kashmir,2018,1,2018Q1,13
Kargil,Jammu and Kashmir,2018,2,2018Q2,14
Kargil,Jammu and Kashmir,2018,3,2018Q3,15
Kargil,Jammu and Kashmir,2018,4,2018Q4,16
Kargil,Jammu and Kashmir,2019,1,2019Q1,17
Kargil,Jammu and Kashmir,2019,2,2019Q2,18
Kargil,Jammu and Kashmir,2019,3,2019Q3,19
Kargil,Jammu and Kashmir,2019,4,2019Q4,20
Kargil,Jammu and Kashmir,2020,1,2020Q1,21
Kargil,Jammu and Kashmir,2020,2,2020Q2,22
Kargil,Jammu and Kashmir,2020,3,2020Q3,23
Kargil,Jammu and Kashmir,2020,4,2020Q4,24
Kargil,Jammu and Kashmir,2021,1,2021Q1,25
Kargil,Jammu and Kashmir,2021,2,2021Q2,26
Kargil,Jammu and Kashmir,2021,3,2021Q3,27
Kargil,Jammu and Kashmir,2021,4,2021Q4,28
Kargil,Jammu and Kashmir,2022,1,2022Q1,29
Kargil,Jammu and Kashmir,2022,2,2022Q2,30
Kargil,Jammu and Kashmir,2022,3,2022Q3,31
Kargil,Jammu and Kashmir,2022,4,2022Q4,32
Kargil,Jammu and Kashmir,2023,1,2023Q1,33
Kargil,Jammu and Kashmir,2023,2,2023Q2,34
Kargil,Jammu and Kashmir,2023,3,2023Q3,35
Kargil,Jammu and Kashmir,2023,4,2023Q4,36
Kargil,Jammu and Kashmir,2024,1,2024Q1,37
Kargil,Jammu and Kashmir,2024,2,2024Q2,38
Kargil,Jammu and Kashmir,2024,3,2024Q3,39
Kargil,Jammu and Kashmir,2024,4,2024Q4,40
Kathua,Jammu and Kashmir,2015,1,2015Q1,1
Kathua,Jammu and Kashmir,2015,2,2015Q2,2
Kathua,Jammu and Kashmir,2015,3,2015Q3,3
Kathua,Jammu and Kashmir,2015,4,2015Q4,4
Kathua,Jammu and Kashmir,2016,1,2016Q1,5
Kathua,Jammu and Kashmir,2016,2,2016Q2,6
Kathua,Jammu and Kashmir,2016,3,2016Q3,7
Kathua,Jammu and Kashmir,2016,4,2016Q4,8
Kathua,Jammu and Kashmir,2017,1,2017Q1,9
Kathua,Jammu and Kashmir,2017,2,2017Q2,10
Kathua,Jammu and Kashmir,2017,3,2017Q3,11
Kathua,Jammu and Kashmir,2017,4,2017Q4,12
Kathua,Jammu and Kashmir,2018,1,2018Q1,13
Kathua,Jammu and Kashmir,2018,2,2018Q2,14
Kathua,Jammu and Kashmir,2018,3,2018Q3,15
Kathua,Jammu and Kashmir,2018,4,2018Q4,16
Kathua,Jammu and Kashmir,2019,1,2019Q1,17
Kathua,Jammu and Kashmir,2019,2,2019Q2,18
Kathua,Jammu and Kashmir,2019,3,2019Q3,19
Kathua,Jammu and Kashmir,2019,4,2019Q4,20
Kathua,Jammu and Kashmir,2020,1,2020Q1,21
Kathua,Jammu and Kashmir,2020,2,2020Q2,22
Kathua,Jammu and Kashmir,2020,3,2020Q3,23
Kathua,Jammu and Kashmir,2020,4,2020Q4,24
Kathua,Jammu and Kashmir,2021,1,2021Q1,25
Kathua,Jammu and Kashmir,2021,2,2021Q2,26
Kathua,Jammu and Kashmir,2021,3,2021Q3,27
Kathua,Jammu and Kashmir,2021,4,2021Q4,28
Kathua,Jammu and Kashmir,2022,1,2022Q1,29
Kathua,Jammu and Kashmir,2022,2,2022Q2,30
Kathua,Jammu and Kashmir,2022,3,2022Q3,31
Kathua,Jammu and Kashmir,2022,4,2022Q4,32
Kathua,Jammu and Kashmir,2023,1,2023Q1,33
Kathua,Jammu and Kashmir,2023,2,2023Q2,34
Kathua,Jammu and Kashmir,2023,3,2023Q3,35
Kathua,Jammu and Kashmir,2023,4,2023Q4,36
Kathua,Jammu and Kashmir,2024,1,2024Q1,37
Kathua,Jammu and Kashmir,2024,2,2024Q2,38
Kathua,Jammu and Kashmir,2024,3,2024Q3,39
Kathua,Jammu and Kashmir,2024,4,2024Q4,40
Kishtwar,Jammu and Kashmir,2015,1,2015Q1,1
Kishtwar,Jammu and Kashmir,2015,2,2015Q2,2
Kishtwar,Jammu and Kashmir,2015,3,2015Q3,3
Kishtwar,Jammu and Kashmir,2015,4,2015Q4,4
Kishtwar,Jammu and Kashmir,2016,1,2016Q1,5
Kishtwar,Jammu and Kashmir,2016,2,2016Q2,6
Kishtwar,Jammu and Kashmir,2016,3,2016Q3,7
Kishtwar,Jammu and Kashmir,2016,4,2016Q4,8
Kishtwar,Jammu and Kashmir,2017,1,2017Q1,9
Kishtwar,Jammu and Kashmir,2017,2,2017Q2,10
Kishtwar,Jammu and Kashmir,2017,3,2017Q3,11
Kishtwar,Jammu and Kashmir,2017,4,2017Q4,12
Kishtwar,Jammu and Kashmir,2018,1,2018Q1,13
Kishtwar,Jammu and Kashmir,2018,2,2018Q2,14
Kishtwar,Jammu and Kashmir,2018,3,2018Q3,15
Kishtwar,Jammu and Kashmir,2018,4,2018Q4,16
Kishtwar,Jammu and Kashmir,2019,1,2019Q1,17
Kishtwar,Jammu and Kashmir,2019,2,2019Q2,18
Kishtwar,Jammu and Kashmir,2019,3,2019Q3,19
Kishtwar,Jammu and Kashmir,2019,4,2019Q4,20
Kishtwar,Jammu and Kashmir,2020,1,2020Q1,21
Kishtwar,Jammu and Kashmir,2020,2,2020Q2,22
Kishtwar,Jammu and Kashmir,2020,3,2020Q3,23
Kishtwar,Jammu and Kashmir,2020,4,2020Q4,24
Kishtwar,Jammu and Kashmir,2021,1,2021Q1,25
Kishtwar,Jammu and Kashmir,2021,2,2021Q2,26
Kishtwar,Jammu and Kashmir,2021,3,2021Q3,27
Kishtwar,Jammu and Kashmir,2021,4,2021Q4,28
Kishtwar,Jammu and Kashmir,2022,1,2022Q1,29
Kishtwar,Jammu and Kashmir,2022,2,2022Q2,30
Kishtwar,Jammu and Kashmir,2022,3,2022Q3,31
Kishtwar,Jammu and Kashmir,2022,4,2022Q4,32
Kishtwar,Jammu and Kashmir,2023,1,2023Q1,33
Kishtwar,Jammu and Kashmir,2023,2,2023Q2,34
Kishtwar,Jammu and Kashmir,2023,3,2023Q3,35
Kishtwar,Jammu and Kashmir,2023,4,2023Q4,36
Kishtwar,Jammu and Kashmir,2024,1,2024Q1,37
Kishtwar,Jammu and Kashmir,2024,2,2024Q2,38
Kishtwar,Jammu and Kashmir,2024,3,2024Q3,39
Kishtwar,Jammu and Kashmir,2024,4,2024Q4,40
Kulgam,Jammu and Kashmir,2015,1,2015Q1,1
Kulgam,Jammu and Kashmir,2015,2,2015Q2,2
Kulgam,Jammu and Kashmir,2015,3,2015Q3,3
Kulgam,Jammu and Kashmir,2015,4,2015Q4,4
Kulgam,Jammu and Kashmir,2016,1,2016Q1,5
Kulgam,Jammu and Kashmir,2016,2,2016Q2,6
Kulgam,Jammu and Kashmir,2016,3,2016Q3,7
Kulgam,Jammu and Kashmir,2016,4,2016Q4,8
Kulgam,Jammu and Kashmir,2017,1,2017Q1,9
Kulgam,Jammu and Kashmir,2017,2,2017Q2,10
Kulgam,Jammu and Kashmir,2017,3,2017Q3,11
Kulgam,Jammu and Kashmir,2017,4,2017Q4,12
Kulgam,Jammu and Kashmir,2018,1,2018Q1,13
Kulgam,Jammu and Kashmir,2018,2,2018Q2,14
Kulgam,Jammu and Kashmir,2018,3,2018Q3,15
Kulgam,Jammu and Kashmir,2018,4,2018Q4,16
Kulgam,Jammu and Kashmir,2019,1,2019Q1,17
Kulgam,Jammu and Kashmir,2019,2,2019Q2,18
Kulgam,Jammu and Kashmir,2019,3,2019Q3,19
Kulgam,Jammu and Kashmir,2019,4,2019Q4,20
Kulgam,Jammu and Kashmir,2020,1,2020Q1,21
Kulgam,Jammu and Kashmir,2020,2,2020Q2,22
Kulgam,Jammu and Kashmir,2020,3,2020Q3,23
Kulgam,Jammu and Kashmir,2020,4,2020Q4,24
Kulgam,Jammu and Kashmir,2021,1,2021Q1,25
Kulgam,Jammu and Kashmir,2021,2,2021Q2,26
Kulgam,Jammu and Kashmir,2021,3,2021Q3,27
Kulgam,Jammu and Kashmir,2021,4,2021Q4,28
Kulgam,Jammu and Kashmir,2022,1,2022Q1,29
Kulgam,Jammu and Kashmir,2022,2,2022Q2,30
Kulgam,Jammu and Kashmir,2022,3,2022Q3,31
Kulgam,Jammu and Kashmir,2022,4,2022Q4,32
Kulgam,Jammu and Kashmir,2023,1,2023Q1,33
Kulgam,Jammu and Kashmir,2023,2,2023Q2,34
Kulgam,Jammu and Kashmir,2023,3,2023Q3,35
Kulgam,Jammu and Kashmir,2023,4,2023Q4,36
Kulgam,Jammu and Kashmir,2024,1,2024Q1,37
Kulgam,Jammu and Kashmir,2024,2,2024Q2,38
Kulgam,Jammu and Kashmir,2024,3,2024Q3,39
Kulgam,Jammu and Kashmir,2024,4,2024Q4,40
Kupwara,Jammu and Kashmir,2015,1,2015Q1,1
Kupwara,Jammu and Kashmir,2015,2,2015Q2,2
Kupwara,Jammu and Kashmir,2015,3,2015Q3,3
Kupwara,Jammu and Kashmir,2015,4,2015Q4,4
Kupwara,Jammu and Kashmir,2016,1,2016Q1,5
Kupwara,Jammu and Kashmir,2016,2,2016Q2,6
Kupwara,Jammu and Kashmir,2016,3,2016Q3,7
Kupwara,Jammu and Kashmir,2016,4,2016Q4,8
Kupwara,Jammu and Kashmir,2017,1,2017Q1,9
Kupwara,Jammu and Kashmir,2017,2,2017Q2,10
Kupwara,Jammu and Kashmir,2017,3,2017Q3,11
Kupwara,Jammu and Kashmir,2017,4,2017Q4,12
Kupwara,Jammu and Kashmir,2018,1,2018Q1,13
Kupwara,Jammu and Kashmir,2018,2,2018Q2,14
Kupwara,Jammu and Kashmir,2018,3,2018Q3,15
Kupwara,Jammu and Kashmir,2018,4,2018Q4,16
Kupwara,Jammu and Kashmir,2019,1,2019Q1,17
Kupwara,Jammu and Kashmir,2019,2,2019Q2,18
Kupwara,Jammu and Kashmir,2019,3,2019Q3,19
Kupwara,Jammu and Kashmir,2019,4,2019Q4,20
Kupwara,Jammu and Kashmir,2020,1,2020Q1,21
Kupwara,Jammu and Kashmir,2020,2,2020Q2,22
Kupwara,Jammu and Kashmir,2020,3,2020Q3,23
Kupwara,Jammu and Kashmir,2020,4,2020Q4,24
Kupwara,Jammu and Kashmir,2021,1,2021Q1,25
Kupwara,Jammu and Kashmir,2021,2,2021Q2,26
Kupwara,Jammu and Kashmir,2021,3,2021Q3,27
Kupwara,Jammu and Kashmir,2021,4,2021Q4,28
Kupwara,Jammu and Kashmir,2022,1,2022Q1,29
Kupwara,Jammu and Kashmir,2022,2,2022Q2,30
Kupwara,Jammu and Kashmir,2022,3,2022Q3,31
Kupwara,Jammu and Kashmir,2022,4,2022Q4,32
Kupwara,Jammu and Kashmir,2023,1,2023Q1,33
Kupwara,Jammu and Kashmir,2023,2,2023Q2,34
Kupwara,Jammu and Kashmir,2023,3,2023Q3,35
Kupwara,Jammu and Kashmir,2023,4,2023Q4,36
Kupwara,Jammu and Kashmir,2024,1,2024Q1,37
Kupwara,Jammu and Kashmir,2024,2,2024Q2,38
Kupwara,Jammu and Kashmir,2024,3,2024Q3,39
Kupwara,Jammu and Kashmir,2024,4,2024Q4,40
Leh (Ladakh),Jammu and Kashmir,2015,1,2015Q1,1
Leh (Ladakh),Jammu and Kashmir,2015,2,2015Q2,2
Leh (Ladakh),Jammu and Kashmir,2015,3,2015Q3,3
Leh (Ladakh),Jammu and Kashmir,2015,4,2015Q4,4
Leh (Ladakh),Jammu and Kashmir,2016,1,2016Q1,5
Leh (Ladakh),Jammu and Kashmir,2016,2,2016Q2,6
Leh (Ladakh),Jammu and Kashmir,2016,3,2016Q3,7
Leh (Ladakh),Jammu and Kashmir,2016,4,2016Q4,8
Leh (Ladakh),Jammu and Kashmir,2017,1,2017Q1,9
Leh (Ladakh),Jammu and Kashmir,2017,2,2017Q2,10
Leh (Ladakh),Jammu and Kashmir,2017,3,2017Q3,11
Leh (Ladakh),Jammu and Kashmir,2017,4,2017Q4,12
Leh (Ladakh),Jammu and Kashmir,2018,1,2018Q1,13
Leh (Ladakh),Jammu and Kashmir,2018,2,2018Q2,14
Leh (Ladakh),Jammu and Kashmir,2018,3,2018Q3,15
Leh (Ladakh),Jammu and Kashmir,2018,4,2018Q4,16
Leh (Ladakh),Jammu and Kashmir,2019,1,2019Q1,17
Leh (Ladakh),Jammu and Kashmir,2019,2,2019Q2,18
Leh (Ladakh),Jammu and Kashmir,2019,3,2019Q3,19
Leh (Ladakh),Jammu and Kashmir,2019,4,2019Q4,20
Leh (Ladakh),Jammu and Kashmir,2020,1,2020Q1,21
Leh (Ladakh),Jammu and Kashmir,2020,2,2020Q2,22
Leh (Ladakh),Jammu and Kashmir,2020,3,2020Q3,23
Leh (Ladakh),Jammu and Kashmir,2020,4,2020Q4,24
Leh (Ladakh),Jammu and Kashmir,2021,1,2021Q1,25
Leh (Ladakh),Jammu and Kashmir,2021,2,2021Q2,26
Leh (Ladakh),Jammu and Kashmir,2021,3,2021Q3,27
Leh (Ladakh),Jammu and Kashmir,2021,4,2021Q4,28
Leh (Ladakh),Jammu and Kashmir,2022,1,2022Q1,29
Leh (Ladakh),Jammu and Kashmir,2022,2,2022Q2,30
Leh (Ladakh),Jammu and Kashmir,2022,3,2022Q3,31
Leh (Ladakh),Jammu and Kashmir,2022,4,2022Q4,32
Leh (Ladakh),Jammu and Kashmir,2023,1,2023Q1,33
Leh (Ladakh),Jammu and Kashmir,2023,2,2023Q2,34
Leh (Ladakh),Jammu and Kashmir,2023,3,2023Q3,35
Leh (Ladakh),Jammu and Kashmir,2023,4,2023Q4,36
Leh (Ladakh),Jammu and Kashmir,2024,1,2024Q1,37
Leh (Ladakh),Jammu and Kashmir,2024,2,2024Q2,38
Leh (Ladakh),Jammu and Kashmir,2024,3,2024Q3,39
Leh (Ladakh),Jammu and Kashmir,2024,4,2024Q4,40
Poonch,Jammu and Kashmir,2015,1,2015Q1,1
Poonch,Jammu and Kashmir,2015,2,2015Q2,2
Poonch,Jammu and Kashmir,2015,3,2015Q3,3
Poonch,Jammu and Kashmir,2015,4,2015Q4,4
Poonch,Jammu and Kashmir,2016,1,2016Q1,5
Poonch,Jammu and Kashmir,2016,2,2016Q2,6
Poonch,Jammu and Kashmir,2016,3,2016Q3,7
Poonch,Jammu and Kashmir,2016,4,2016Q4,8
Poonch,Jammu and Kashmir,2017,1,2017Q1,9
Poonch,Jammu and Kashmir,2017,2,2017Q2,10
Poonch,Jammu and Kashmir,2017,3,2017Q3,11
Poonch,Jammu and Kashmir,2017,4,2017Q4,12
Poonch,Jammu and Kashmir,2018,1,2018Q1,13
Poonch,Jammu and Kashmir,2018,2,2018Q2,14
Poonch,Jammu and Kashmir,2018,3,2018Q3,15
Poonch,Jammu and Kashmir,2018,4,2018Q4,16
Poonch,Jammu and Kashmir,2019,1,2019Q1,17
Poonch,Jammu and Kashmir,2019,2,2019Q2,18
Poonch,Jammu and Kashmir,2019,3,2019Q3,19
Poonch,Jammu and Kashmir,2019,4,2019Q4,20
Poonch,Jammu and Kashmir,2020,1,2020Q1,21
Poonch,Jammu and Kashmir,2020,2,2020Q2,22
Poonch,Jammu and Kashmir,2020,3,2020Q3,23
Poonch,Jammu and Kashmir,2020,4,2020Q4,24
Poonch,Jammu and Kashmir,2021,1,2021Q1,25
Poonch,Jammu and Kashmir,2021,2,2021Q2,26
Poonch,Jammu and Kashmir,2021,3,2021Q3,27
Poonch,Jammu and Kashmir,2021,4,2021Q4,28
Poonch,Jammu and Kashmir,2022,1,2022Q1,29
Poonch,Jammu and Kashmir,2022,2,2022Q2,30
Poonch,Jammu and Kashmir,2022,3,2022Q3,31
Poonch,Jammu and Kashmir,2022,4,2022Q4,32
Poonch,Jammu and Kashmir,2023,1,2023Q1,33
Poonch,Jammu and Kashmir,2023,2,2023Q2,34
Poonch,Jammu and Kashmir,2023,3,2023Q3,35
Poonch,Jammu and Kashmir,2023,4,2023Q4,36
Poonch,Jammu and Kashmir,2024,1,2024Q1,37
Poonch,Jammu and Kashmir,2024,2,2024Q2,38
Poonch,Jammu and Kashmir,2024,3,2024Q3,39
Poonch,Jammu and Kashmir,2024,4,2024Q4,40
Pulwama,Jammu and Kashmir,2015,1,2015Q1,1
Pulwama,Jammu and Kashmir,2015,2,2015Q2,2
Pulwama,Jammu and Kashmir,2015,3,2015Q3,3
Pulwama,Jammu and Kashmir,2015,4,2015Q4,4
Pulwama,Jammu and Kashmir,2016,1,2016Q1,5
Pulwama,Jammu and Kashmir,2016,2,2016Q2,6
Pulwama,Jammu and Kashmir,2016,3,2016Q3,7
Pulwama,Jammu and Kashmir,2016,4,2016Q4,8
Pulwama,Jammu and Kashmir,2017,1,2017Q1,9
Pulwama,Jammu and Kashmir,2017,2,2017Q2,10
Pulwama,Jammu and Kashmir,2017,3,2017Q3,11
Pulwama,Jammu and Kashmir,2017,4,2017Q4,12
Pulwama,Jammu and Kashmir,2018,1,2018Q1,13
Pulwama,Jammu and Kashmir,2018,2,2018Q2,14
Pulwama,Jammu and Kashmir,2018,3,2018Q3,15
Pulwama,Jammu and Kashmir,2018,4,2018Q4,16
Pulwama,Jammu and Kashmir,2019,1,2019Q1,17
Pulwama,Jammu and Kashmir,2019,2,2019Q2,18
Pulwama,Jammu and Kashmir,2019,3,2019Q3,19
Pulwama,Jammu and Kashmir,2019,4,2019Q4,20
Pulwama,Jammu and Kashmir,2020,1,2020Q1,21
Pulwama,Jammu and Kashmir,2020,2,2020Q2,22
Pulwama,Jammu and Kashmir,2020,3,2020Q3,23
Pulwama,Jammu and Kashmir,2020,4,2020Q4,24
Pulwama,Jammu and Kashmir,2021,1,2021Q1,25
Pulwama,Jammu and Kashmir,2021,2,2021Q2,26
Pulwama,Jammu and Kashmir,2021,3,2021Q3,27
Pulwama,Jammu and Kashmir,2021,4,2021Q4,28
Pulwama,Jammu and Kashmir,2022,1,2022Q1,29
Pulwama,Jammu and Kashmir,2022,2,2022Q2,30
Pulwama,Jammu and Kashmir,2022,3,2022Q3,31
Pulwama,Jammu and Kashmir,2022,4,2022Q4,32
Pulwama,Jammu and Kashmir,2023,1,2023Q1,33
Pulwama,Jammu and Kashmir,2023,2,2023Q2,34
Pulwama,Jammu and Kashmir,2023,3,2023Q3,35
Pulwama,Jammu and Kashmir,2023,4,2023Q4,36
Pulwama,Jammu and Kashmir,2024,1,2024Q1,37
Pulwama,Jammu and Kashmir,2024,2,2024Q2,38
Pulwama,Jammu and Kashmir,2024,3,2024Q3,39
Pulwama,Jammu and Kashmir,2024,4,2024Q4,40
Rajouri,Jammu and Kashmir,2015,1,2015Q1,1
Rajouri,Jammu and Kashmir,2015,2,2015Q2,2
Rajouri,Jammu and Kashmir,2015,3,2015Q3,3
Rajouri,Jammu and Kashmir,2015,4,2015Q4,4
Rajouri,Jammu and Kashmir,2016,1,2016Q1,5
Rajouri,Jammu and Kashmir,2016,2,2016Q2,6
Rajouri,Jammu and Kashmir,2016,3,2016Q3,7
Rajouri,Jammu and Kashmir,2016,4,2016Q4,8
Rajouri,Jammu and Kashmir,2017,1,2017Q1,9
Rajouri,Jammu and Kashmir,2017,2,2017Q2,10
Rajouri,Jammu and Kashmir,2017,3,2017Q3,11
Rajouri,Jammu and Kashmir,2017,4,2017Q4,12
Rajouri,Jammu and Kashmir,2018,1,2018Q1,13
Rajouri,Jammu and Kashmir,2018,2,2018Q2,14
Rajouri,Jammu and Kashmir,2018,3,2018Q3,15
Rajouri,Jammu and Kashmir,2018,4,2018Q4,16
Rajouri,Jammu and Kashmir,2019,1,2019Q1,17
Rajouri,Jammu and Kashmir,2019,2,2019Q2,18
Rajouri,Jammu and Kashmir,2019,3,2019Q3,19
Rajouri,Jammu and Kashmir,2019,4,2019Q4,20
Rajouri,Jammu and Kashmir,2020,1,2020Q1,21
Rajouri,Jammu and Kashmir,2020,2,2020Q2,22
Rajouri,Jammu and Kashmir,2020,3,2020Q3,23
Rajouri,Jammu and Kashmir,2020,4,2020Q4,24
Rajouri,Jammu and Kashmir,2021,1,2021Q1,25
Rajouri,Jammu and Kashmir,2021,2,2021Q2,26
Rajouri,Jammu and Kashmir,2021,3,2021Q3,27
Rajouri,Jammu and Kashmir,2021,4,2021Q4,28
Rajouri,Jammu and Kashmir,2022,1,2022Q1,29
Rajouri,Jammu and Kashmir,2022,2,2022Q2,30
Rajouri,Jammu and Kashmir,2022,3,2022Q3,31
Rajouri,Jammu and Kashmir,2022,4,2022Q4,32
Rajouri,Jammu and Kashmir,2023,1,2023Q1,33
Rajouri,Jammu and Kashmir,2023,2,2023Q2,34
Rajouri,Jammu and Kashmir,2023,3,2023Q3,35
Rajouri,Jammu and Kashmir,2023,4,2023Q4,36
Rajouri,Jammu and Kashmir,2024,1,2024Q1,37
Rajouri,Jammu and Kashmir,2024,2,2024Q2,38
Rajouri,Jammu and Kashmir,2024,3,2024Q3,39
Rajouri,Jammu and Kashmir,2024,4,2024Q4,40
Ramban,Jammu and Kashmir,2015,1,2015Q1,1
Ramban,Jammu and Kashmir,2015,2,2015Q2,2
Ramban,Jammu and Kashmir,2015,3,2015Q3,3
Ramban,Jammu and Kashmir,2015,4,2015Q4,4
Ramban,Jammu and Kashmir,2016,1,2016Q1,5
Ramban,Jammu and Kashmir,2016,2,2016Q2,6
Ramban,Jammu and Kashmir,2016,3,2016Q3,7
Ramban,Jammu and Kashmir,2016,4,2016Q4,8
Ramban,Jammu and Kashmir,2017,1,2017Q1,9
Ramban,Jammu and Kashmir,2017,2,2017Q2,10
Ramban,Jammu and Kashmir,2017,3,2017Q3,11
Ramban,Jammu and Kashmir,2017,4,2017Q4,12
Ramban,Jammu and Kashmir,2018,1,2018Q1,13
Ramban,Jammu and Kashmir,2018,2,2018Q2,14
Ramban,Jammu and Kashmir,2018,3,2018Q3,15
Ramban,Jammu and Kashmir,2018,4,2018Q4,16
Ramban,Jammu and Kashmir,2019,1,2019Q1,17
Ramban,Jammu and Kashmir,2019,2,2019Q2,18
Ramban,Jammu and Kashmir,2019,3,2019Q3,19
Ramban,Jammu and Kashmir,2019,4,2019Q4,20
Ramban,Jammu and Kashmir,2020,1,2020Q1,21
Ramban,Jammu and Kashmir,2020,2,2020Q2,22
Ramban,Jammu and Kashmir,2020,3,2020Q3,23
Ramban,Jammu and Kashmir,2020,4,2020Q4,24
Ramban,Jammu and Kashmir,2021,1,2021Q1,25
Ramban,Jammu and Kashmir,2021,2,2021Q2,26
Ramban,Jammu and Kashmir,2021,3,2021Q3,27
Ramban,Jammu and Kashmir,2021,4,2021Q4,28
Ramban,Jammu and Kashmir,2022,1,2022Q1,29
Ramban,Jammu and Kashmir,2022,2,2022Q2,30
Ramban,Jammu and Kashmir,2022,3,2022Q3,31
Ramban,Jammu and Kashmir,2022,4,2022Q4,32
Ramban,Jammu and Kashmir,2023,1,2023Q1,33
Ramban,Jammu and Kashmir,2023,2,2023Q2,34
Ramban,Jammu and Kashmir,2023,3,2023Q3,35
Ramban,Jammu and Kashmir,2023,4,2023Q4,36
Ramban,Jammu and Kashmir,2024,1,2024Q1,37
Ramban,Jammu and Kashmir,2024,2,2024Q2,38
Ramban,Jammu and Kashmir,2024,3,2024Q3,39
Ramban,Jammu and Kashmir,2024,4,2024Q4,40
Reasi,Jammu and Kashmir,2015,1,2015Q1,1
Reasi,Jammu and Kashmir,2015,2,2015Q2,2
Reasi,Jammu and Kashmir,2015,3,2015Q3,3
Reasi,Jammu and Kashmir,2015,4,2015Q4,4
Reasi,Jammu and Kashmir,2016,1,2016Q1,5
Reasi,Jammu and Kashmir,2016,2,2016Q2,6
Reasi,Jammu and Kashmir,2016,3,2016Q3,7
Reasi,Jammu and Kashmir,2016,4,2016Q4,8
Reasi,Jammu and Kashmir,2017,1,2017Q1,9
Reasi,Jammu and Kashmir,2017,2,2017Q2,10
Reasi,Jammu and Kashmir,2017,3,2017Q3,11
Reasi,Jammu and Kashmir,2017,4,2017Q4,12
Reasi,Jammu and Kashmir,2018,1,2018Q1,13
Reasi,Jammu and Kashmir,2018,2,2018Q2,14
Reasi,Jammu and Kashmir,2018,3,2018Q3,15
Reasi,Jammu and Kashmir,2018,4,2018Q4,16
Reasi,Jammu and Kashmir,2019,1,2019Q1,17
Reasi,Jammu and Kashmir,2019,2,2019Q2,18
Reasi,Jammu and Kashmir,2019,3,2019Q3,19
Reasi,Jammu and Kashmir,2019,4,2019Q4,20
Reasi,Jammu and Kashmir,2020,1,2020Q1,21
Reasi,Jammu and Kashmir,2020,2,2020Q2,22
Reasi,Jammu and Kashmir,2020,3,2020Q3,23
Reasi,Jammu and Kashmir,2020,4,2020Q4,24
Reasi,Jammu and Kashmir,2021,1,2021Q1,25
Reasi,Jammu and Kashmir,2021,2,2021Q2,26
Reasi,Jammu and Kashmir,2021,3,2021Q3,27
Reasi,Jammu and Kashmir,2021,4,2021Q4,28
Reasi,Jammu and Kashmir,2022,1,2022Q1,29
Reasi,Jammu and Kashmir,2022,2,2022Q2,30
Reasi,Jammu and Kashmir,2022,3,2022Q3,31
Reasi,Jammu and Kashmir,2022,4,2022Q4,32
Reasi,Jammu and Kashmir,2023,1,2023Q1,33
Reasi,Jammu and Kashmir,2023,2,2023Q2,34
Reasi,Jammu and Kashmir,2023,3,2023Q3,35
Reasi,Jammu and Kashmir,2023,4,2023Q4,36
Reasi,Jammu and Kashmir,2024,1,2024Q1,37
Reasi,Jammu and Kashmir,2024,2,2024Q2,38
Reasi,Jammu and Kashmir,2024,3,2024Q3,39
Reasi,Jammu and Kashmir,2024,4,2024Q4,40
Samba,Jammu and Kashmir,2015,1,2015Q1,1
Samba,Jammu and Kashmir,2015,2,2015Q2,2
Samba,Jammu and Kashmir,2015,3,2015Q3,3
Samba,Jammu and Kashmir,2015,4,2015Q4,4
Samba,Jammu and Kashmir,2016,1,2016Q1,5
Samba,Jammu and Kashmir,2016,2,2016Q2,6
Samba,Jammu and Kashmir,2016,3,2016Q3,7
Samba,Jammu and Kashmir,2016,4,2016Q4,8
Samba,Jammu and Kashmir,2017,1,2017Q1,9
Samba,Jammu and Kashmir,2017,2,2017Q2,10
Samba,Jammu and Kashmir,2017,3,2017Q3,11
Samba,Jammu and Kashmir,2017,4,2017Q4,12
Samba,Jammu and Kashmir,2018,1,2018Q1,13
Samba,Jammu and Kashmir,2018,2,2018Q2,14
Samba,Jammu and Kashmir,2018,3,2018Q3,15
Samba,Jammu and Kashmir,2018,4,2018Q4,16
Samba,Jammu and Kashmir,2019,1,2019Q1,17
Samba,Jammu and Kashmir,2019,2,2019Q2,18
Samba,Jammu and Kashmir,2019,3,2019Q3,19
Samba,Jammu and Kashmir,2019,4,2019Q4,20
Samba,Jammu and Kashmir,2020,1,2020Q1,21
Samba,Jammu and Kashmir,2020,2,2020Q2,22
Samba,Jammu and Kashmir,2020,3,2020Q3,23
Samba,Jammu and Kashmir,2020,4,2020Q4,24
